,Model_Name,Price,CC,Mileage,Weight
3138,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3139,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3140,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3141,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3142,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3143,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3144,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3145,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3146,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3147,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3148,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3149,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3150,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3151,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3152,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3153,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3154,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3155,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3156,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3157,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3158,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3159,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3160,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3161,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3162,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3163,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3164,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3165,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3166,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3167,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3168,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3169,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3170,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3171,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3172,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3173,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3174,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3175,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3176,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3177,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3178,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3179,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3180,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3181,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3182,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3183,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3184,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3185,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3186,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3187,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3188,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3189,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3190,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3191,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3192,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3193,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3194,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3195,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3196,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3197,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3198,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3199,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3200,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3201,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3202,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3203,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3204,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3205,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3206,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3207,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3208,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3209,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3210,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3211,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3212,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3213,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3214,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3215,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3216,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3217,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3218,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3219,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3220,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3221,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3222,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3223,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3224,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3225,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3226,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3227,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3228,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3229,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3230,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3231,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3232,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3233,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3234,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3235,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3236,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3237,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3238,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3239,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3240,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3241,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3242,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3243,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3244,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3245,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3246,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3247,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3248,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3249,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3250,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3251,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3252,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3253,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3254,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3255,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3256,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3257,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3258,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3259,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3260,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3261,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3262,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3263,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3264,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3265,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3266,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3267,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3268,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3269,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3270,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3271,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3272,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3273,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3274,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3275,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3276,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3277,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3278,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3279,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3280,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3281,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3282,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3283,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3284,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3285,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3286,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3287,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3288,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3289,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3290,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3291,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3292,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3293,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3294,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3295,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3296,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3297,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3298,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3299,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3300,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3301,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3302,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3303,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3304,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3305,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3306,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3307,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3308,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3309,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3310,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3311,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3312,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3313,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3314,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3315,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3316,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3317,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3318,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3319,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3320,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3321,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3322,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3323,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3324,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3325,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3326,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3327,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3328,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3329,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3330,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3331,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3332,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3333,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3334,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3335,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3336,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3337,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3338,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3339,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3340,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3341,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3342,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3343,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3344,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3345,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3346,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3347,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3348,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3349,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3350,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3351,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3352,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3353,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3354,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3355,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3356,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3357,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3358,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3359,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3360,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3361,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3362,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3363,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3364,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3365,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3366,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3367,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3368,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3369,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3370,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3371,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3372,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3373,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3374,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3375,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3376,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3377,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3378,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3379,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3380,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3381,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3382,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3383,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3384,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3385,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3386,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3387,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3388,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3389,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3390,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3391,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3392,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3393,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3394,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3395,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3396,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3397,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3398,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3399,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3400,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3401,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3402,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3403,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3404,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3405,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3406,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3407,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3408,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3409,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3410,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3411,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3412,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3413,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3414,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3415,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3416,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3417,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3418,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3419,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3420,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3421,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3422,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3423,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3424,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3425,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3426,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3427,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3428,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3429,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3430,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3431,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3432,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3433,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3434,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3435,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3436,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3437,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3438,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3439,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3440,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3441,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3442,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3443,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3444,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3445,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3446,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3447,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3448,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3449,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3450,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3451,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3452,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3453,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3454,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3455,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3456,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3457,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3458,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3459,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3460,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3461,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3462,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3463,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3464,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3465,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3466,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3467,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3468,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3469,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3470,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3471,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3472,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3473,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3474,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3475,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3476,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3477,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3478,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3479,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3480,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3481,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3482,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3483,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3484,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3485,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3486,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3487,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3488,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3489,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3490,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3491,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3492,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3493,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3494,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3495,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3496,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3497,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3498,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3499,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3500,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3501,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3502,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3503,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3504,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3505,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3506,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3507,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3508,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3509,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3510,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3511,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3512,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
